word,count,suggestion,example_index,example_comment
tch,1,itch,4396,i feel like a heartless b tch for hating him so much
terminando,1,,2912,i feel fine e terminando com eight days a week um ano depois
terrorised,1,terrorized,924,i only have to think about a high school experience and i instantly feel like that shy confused and terrorised teenager again
thatrupert,1,,2438,i could not help feeling thatrupert meant to be rude to my father though his words were quite polite
thearchitecturality,1,,5116,i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive
theofilou,1,,4286,i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board
ther,1,the,2802,i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc
theyd,1,they,334,i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods
theyll,1,they'll,1504,my mother did not come home till late at night ages ago anyway if i dont know where my parents are and when theyll be back i start thinking that perhaps they have had an accident and are perhaps dead
thk,1,the,1261,i feel jealous on sumthg tat i thk of
thn,1,the,999,i had promised her i will buy their cupcake bt im feeling shy to face her n thn miss it
ths,1,the,3568,i cant quite believe it but i feel more lively and awake ths morning than i have in ages
tibris,1,tiberis,3528,i could look up the coordinates of the cave but im feeling adventurous and decide to find it myself from tibris directions
tiffanys,1,tiffany,3282,i love the most about them is the slight cat eye shape of the lenses they instantly make me feel likeaudrey hepburn in breakfast at tiffanys so glamorous and of course that gorgeous case doesnt hurt either
tith,1,with,3904,i feel fearful seeing this bridge an emotional tith sam ath whose year old son died in the disaster told afp
togehter,1,together,745,i made an appointment with a friend to drink coffee togehter however
tonguey,1,tongue,3100,i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit
tonights,1,tonight,3645,i feel very honored to be on the shortlist and congratulate wish all nominees the very best for tonights awards thank you age scotland for the kindness div class intro style background color fff color font family trebuchet ms helvetica bitstream vera sans sans serif font size
tonite,1,tongue,4010,i want a natasha gan dress just cos i can wear it out and feel fab i want blue suede boots the colour of the ocean i want i want i want i need none of the above but it won t stop me going to chadstone tonite or tomorrow
toshibalol,1,,2878,i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo
totering,1,towering,4169,i guess you could say i am teeter totering right now on the edge and i feel like im dangerous
tou,1,you,3480,i feel glad to have mu tou cause only him can tolerate me and give in to me and massage my leg when its cramp up
trans,1,trains,3918,i knew i wanted frosting to decorate the cookies and write a message but was thinking of the cream type frosting which uses butter or shortening and feeling a little hesitant about adding all that fat trans fat no less
translatethis,1,,2218,i had a feeling you were being sarcastic but ivspirit a href http translatethis
treassured,1,treasured,2040,i hated that i hurt him with my feelings i hated that i was dating somebody i didn t love i hated that i pretended lied to a friend i really treassured
trepidatious,1,trepidations,2857,i had thought but i feel scared and somewhat trepidatious nervous and sad
truely,1,truly,4061,i feel ecstatic relived and most of all from the bottom of my heart truely grateful to
ttaekkaji,1,,2249,i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b
ttawin,1,train,2515,i just feel you so so dont be afraid naega deo apaya hae and pray again dasi neol chajeul su itge sigani heureulsurok gaseumi apawa i need you go back in time dan hanbeon manirado forgive my sins wo doedollil suman itdamyeon i gotong ttawin naegen so so sloth
tunji,1,tune,2839,i feel can be really popular in the underground if they get themselves out there and thank god for this i m looking at you toby and tunji
turbillion,1,tourbillion,584,i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong
tx,1,to,3205,ive got a feeling she will be just like her momma stubborn strong willed amp full of tx sassiness
tyres,1,tires,3521,i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training
uber,1,user,1106,i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous
ulbujitneun,1,,2249,i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b
uneffected,1,unaffected,3124,i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least
unibrow,1,,2936,i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave
untrieds,1,untried,4820,i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive
unza,1,una,2113,i was overwhelmed with joy when i received the acceptance letter to unza this happened again when i passed all my first year courses
uplifter,1,uplifted,3223,i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality
urgh,1,urge,5931,i have lost touch with the things that i feel passionate about i am getting less spontaneous am living by lists urgh
usa,1,us,4019,i feel honored to wear usa on my back
usmleasy,1,,2157,i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones
utf,1,ut,2134,i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you
uuuugh,1,,508,i am feeling quite disorganised and distracted and i wish i could answer some of the questions i seem to be unable to block out or forget or answer with logical answers uuuugh
uw,1,up,4003,i feel like if i was here long enough i would have my emotions back b c i could either be so stressed out by the people that i cant hide my emotions or that i would have my support back and feeling would be safe again esp without uw school work
vegitarianism,1,vegetarianism,5529,im moving back into vegitarianism and it feels delicious
vey,1,very,1730,i was sleep was vey irritable and feeling paranoid because i work the oncology dpt of a hospital and feeling paranoiud cancer and through chemo
villian,1,villain,4162,i generally only post on this site when im feeling completely overwhelmed and i need a space to vent about the perils of law school however lately ive been laughing my way to the law library like a kind of deranged film villian oh this is far too easy
viniagrette,1,vinaigrette,3026,im feeling virtuous i do a spinach feta cranberry salad with balsamic viniagrette
vip,1,rip,2129,i was starting to feel nervous all this lifetime of fandom and build up and there i stood donning my vip sticker
visable,1,visible,170,i wear it i feel anxious visable spotlighted different unfashionable stupid embarrassed ashamed and paranoid
vj,1,va,1958,i have to do this and make some vj feel jealous
vlog,1,log,4141,i was feeling brave tonight so i decided to go for my nd attempt at a vlog
vocab,1,vocal,4120,i feel it s so obnoxious another vocab word
vol,1,vow,1641,i feel pleased about this issue there are a lot of beautiful pieces in it for example maggie lees poem titled a href http vol
vomity,1,vomit,3698,ive had that vomity shocked feeling from jealousy before and its not something you want to keep feeling and its definitely something you want to get resolved as soon as possible
von,1,on,3220,im feeling especially honored as my picks feature alongside some of my favorite designers like diane von furstenberg rodarte and jason wu
vunerable,1,vulnerable,1142,i really feel so vunerable and frightened
waitrose,1,waitress,2220,i am normally better at avoiding the expensive pre packaged products when i go to waitrose but i was still feeling a bit shaken up from the parking issues so bought some extra bits to calm my nerves
walia,1,wanna,957,i walia feels suspicious about tarun and bani
wardrode,1,wardrobe,4915,i feel this strange bonding with my bed and wardrode have been using both a little more than a decade
warrick,1,warwick,4239,i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity
wd,1,we,1193,stranded in the north of fraser island with a submerged wd hire vehicle
weinstein,1,einstein,5789,i feel pretty pleased about all day i was worried that perhaps i should have guessed riva but i thought that this was harvey weinstein s one big chance for a win and he s really good at helping people get oscars
weren,1,were,3789,i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys
werent,1,weren't,4879,i sat there feeling frustrated that i didnt know about some of the different things ashton and isaac could have been involved in why werent the boys pro active about getting involved in more things and getting more awards
wh,1,we,4340,i t want t know f t habitual t feel frightened wh n initiation r career
wheeeeee,1,,4000,i am so festive this feels so delicious wheeeeee what a great night
whitleys,1,whiteys,49,i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot
whod,1,who,5123,i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid
whooooo,1,hoodoo,596,i want to be recless but im feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack
whooooooooos,1,,596,i want to be recless but im feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack
whooooos,1,hoodoos,596,i want to be recless but im feeling so uptight put your mamma in a headlock baby and do it right whooooos got the crack whooooooooos got the crack whooooo s got the crack whos got the craaaaaaack
wickdly,1,wickedly,1079,i supposed to feel about a persom that i was wickdly in love with for so long for me who tells me that he will not see me when hes got a girlfriend because he can not be faithful to her if im around
wieght,1,weight,5377,ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place
wiheomhae,1,,2249,i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b
wihtout,1,without,2429,i feel that noleans probably lacks a lot of the diy art and music stuff that id go sorta neurotic wihtout
winterpaysforsummer,1,,4938,i know a lot of people are whining that a first boot cant possibly be a favourite but you guys know how i feel about my beloved a href http winterpaysforsummer
winterson,1,winters,1707,i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore
wod,1,word,629,i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder
wonderfull,1,wonderful,1791,i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel
woooo,1,woods,2249,i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b
woop,1,wood,912,i remember feeling excited about that particular day because i considered myself a grown up and woop
worrys,1,worry,702,i dont feel as carefree as i used to and this worrys me a tad
wtf,1,to,1921,i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them
ww,1,we,3175,i am feeling so excited for many of the bloggers i follow who are anxiously bearing through a ww of the first few weeks of pregnancy
xanax,1,canal,794,i have been taking alot of xanax lately and mixing meds together to feel mellow enough to deal with the world
xango,1,tango,3011,i feel a cold coming on or drink a little extra xango juice when i am stiff and sore
xbla,1,able,928,i totally passed this one up when it first appeared on xbla but it s now on sony s handheld and it feels like a pretty perfect fit
xdd,1,add,4185,i feel more excitment than reluctant xdd hohoho looking foward tmr xd cya tmr
xela,1,bela,1108,i begin to feel even more agitated as i realize that keith has detoured for a tourist stop in another small mountain village on the way to xela
xia,1,via,5163,im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault
xox,1,box,3840,i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless
xs,1,is,2841,i feel xs more indecisive
xvi,1,xi,4367,i of britain so were louis xvi and marie antoinette but i think perhaps i feel the loss of russia more because it was so violent it was the entire family and because it was so comparatively recent
xxx,1,six,5261,i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx
yearses,1,hearses,5446,i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses
yhhhay,1,,661,i don t whoop and holler unless there s a special occasion going on but i was feeling suitably jubilant and a tad proud so out came the somewhat constipated yhhhay
yiling,1,filing,872,i finished checking in bruce had already left and yiling was just leaving so i don t feel i had a chance to properly thank them for being so considerate and making sure we got settled in
yixuan,1,yuan,5849,i was rather calm after writing down how i truly feel so was not as agitated as sonia yixuan and atiqah
yknow,1,know,2554,im feeling very mellow and relaxed sometimes im feeling productive and quiet and sometimes i just wanna have fun yknow
yorks,1,works,1317,i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs
yu,1,you,5625,i lve the fact that yu genuinely feel scared when playing this game
yunhos,1,buncos,1921,i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them
zack,1,back,3251,i asked zack if i could go all out and write what i was feeling and he was gracious enough to let me do so
zay,1,say,4828,i feel amused when i hear my neighbour use the word muze instead of mujhe and hey kay becomes zay kay
zendikar,1,,138,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out
zhu,1,thu,4953,i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats
zipline,1,airline,4770,i decided to try the zipline in picnic grove since we are feeling a bit of adventurous that day
zonisamide,1,,3297,i have noticed improvement is in the gabapentin and last nights dose of zonisamide which left me feeling very relaxed
zq,1,q,3622,im feeling all kinds of conflicted about the bit with his rather violent reaction towards the paparazzi over that zq jcho cpine lunch
zumba,1,rumba,2209,i felt so good in fact i went to zumba half an hour later for an hour and then left there feeling even more energetic if that was possible
